"full_name","num_of_brands","brand_diversity_status"
"Richard Winter","15","Low Diversity"
"Richard Witmer","24","Medium Diversity"
"Richard Woodruff","21","Medium Diversity"
"Richard York","17","Low Diversity"
"Richard Yoshimura","13","Low Diversity"
"Richard Young","12","Low Diversity"
"Richard Zefeldt","6","Low Diversity"
"Rick Caldwell","18","Low Diversity"
"Rick Carpenter","15","Low Diversity"
"Rick Nmi McMillan","19","Low Diversity"
"Ricki Chadwick","4","Low Diversity"
"Ricky Burnett","21","Medium Diversity"
"Ricky Jischke","22","Medium Diversity"
"Rima Desimone","24","Medium Diversity"
"Rina Pargman","32","Medium Diversity"
"Rita Baltz","42","Medium Diversity"
"Rita Bell","3","Low Diversity"
"Rita Calahoo","12","Low Diversity"
"Rita Cortese","66","High Diversity"
"Rita Davis","3","Low Diversity"
"Rita Jones","12","Low Diversity"
"Rita Love","59","High Diversity"
"Rita Miller","9","Low Diversity"
"Rita Polley","16","Low Diversity"
"Rita Romo","12","Low Diversity"
"Rita Santry","18","Low Diversity"
"Rita Tomek","27","Medium Diversity"
"Rita Vigil","24","Medium Diversity"
"RitaIva Bouton","22","Medium Diversity"
"Ritchie Beebe","10","Low Diversity"
"Ritchie Trimble","35","Medium Diversity"
"Rob Zastrow","26","Medium Diversity"
"Robbie Jordan","12","Low Diversity"
"Robert Adalat","17","Low Diversity"
"Robert Ahlering","32","Medium Diversity"
"Robert Allen","54","High Diversity"
"Robert Almond","11","Low Diversity"
"Robert Antilla","14","Low Diversity"
"Robert Bagby","11","Low Diversity"
"Robert Bailey","7","Low Diversity"
"Robert Bains","46","Medium Diversity"
"Robert Baker","7","Low Diversity"
"Robert Ball","7","Low Diversity"
"Robert Barrera","51","High Diversity"
"Robert Bartley","45","Medium Diversity"
"Robert Begley","11","Low Diversity"
"Robert Bell","58","High Diversity"
"Robert Benando","16","Low Diversity"
"Robert Bennett","27","Medium Diversity"
"Robert Bernacchi","39","Medium Diversity"
"Robert Berneman","33","Medium Diversity"
"Robert Bertolino","11","Low Diversity"
"Robert Binkley","21","Medium Diversity"
"Robert Blair","10","Low Diversity"
"Robert Boettcher","23","Medium Diversity"
"Robert Bongirno","43","Medium Diversity"
"Robert Borges","22","Medium Diversity"
"Robert Boriskin","16","Low Diversity"
"Robert Bowers","9","Low Diversity"
"Robert Brennan","18","Low Diversity"
"Robert Brink","14","Low Diversity"
"Robert Brown","12","Low Diversity"
"Robert Bublitz","28","Medium Diversity"
"Robert Buch","18","Low Diversity"
"Robert Burns","18","Low Diversity"
"Robert Buscaglia","23","Medium Diversity"
"Robert Campbell","4","Low Diversity"
"Robert Catlin","25","Medium Diversity"
"Robert Chau","8","Low Diversity"
"Robert Chew","28","Medium Diversity"
"Robert Christensen","38","Medium Diversity"
"Robert Cirrone","33","Medium Diversity"
"Robert Clark","24","Medium Diversity"
"Robert Clements","11","Low Diversity"
"Robert Cochran","2","Low Diversity"
"Robert Conrad","8","Low Diversity"
"Robert Conway","20","Medium Diversity"
"Robert Cooper","35","Medium Diversity"
"Robert Cordova","6","Low Diversity"
"Robert Dale","7","Low Diversity"
"Robert Damstra","15","Low Diversity"
"Robert Difatta","19","Low Diversity"
"Robert Dutton","3","Low Diversity"
"Robert Ellis","12","Low Diversity"
"Robert Emerson","12","Low Diversity"
"Robert Evans","12","Low Diversity"
"Robert Faricy","32","Medium Diversity"
"Robert Glennemeier","9","Low Diversity"
"Robert Grabow","11","Low Diversity"
"Robert Guardamondo","19","Low Diversity"
"Robert Hall","30","Medium Diversity"
"Robert Harberhern","8","Low Diversity"
"Robert Hatterick","18","Low Diversity"
"Robert Hayden","18","Low Diversity"
"Robert Helberg","59","High Diversity"
"Robert Hicken","28","Medium Diversity"
"Robert Hietbrink","31","Medium Diversity"
"Robert Hintz","6","Low Diversity"
"Robert Hulett","12","Low Diversity"
"Robert Irvin","19","Low Diversity"
"Robert Isaacs","4","Low Diversity"
"Robert James","18","Low Diversity"
"Robert Jasper","12","Low Diversity"
"Robert Jecman","28","Medium Diversity"
"Robert Johnston","24","Medium Diversity"
"Robert Jones","50","High Diversity"
"Robert Jouett","42","Medium Diversity"
"Robert Kellen","4","Low Diversity"
"Robert Kelly","18","Low Diversity"
"Robert Kindle","13","Low Diversity"
"Robert Kneppe","15","Low Diversity"
"Robert Kochevar","24","Medium Diversity"
"Robert Land","17","Low Diversity"
"Robert Lazo","11","Low Diversity"
"Robert Leach","14","Low Diversity"
"Robert Leon","8","Low Diversity"
"Robert Liggett","5","Low Diversity"
"Robert Lowe","24","Medium Diversity"
"Robert Macha","11","Low Diversity"
"Robert Makeba","11","Low Diversity"
"Robert McGee","17","Low Diversity"
"Robert Miller","5","Low Diversity"
"Robert Nelson","10","Low Diversity"
"Robert Nightingale","6","Low Diversity"
"Robert None","33","Medium Diversity"
"Robert Orpin","14","Low Diversity"
"Robert Parrish","17","Low Diversity"
"Robert Peck","57","High Diversity"
"Robert Pool","28","Medium Diversity"
"Robert Price","16","Low Diversity"
"Robert Purcell","9","Low Diversity"
"Robert Raney","15","Low Diversity"
"Robert Rasonina","8","Low Diversity"
"Robert Rich","9","Low Diversity"
"Robert Ross","18","Low Diversity"
"Robert Rovenza","12","Low Diversity"
"Robert Rusciano","5","Low Diversity"
"Robert Ryland","6","Low Diversity"
"Robert Sanchez","6","Low Diversity"
"Robert Schaffer","16","Low Diversity"
"Robert Schlup","6","Low Diversity"
"Robert Silber","11","Low Diversity"
"Robert Sims","51","High Diversity"
"Robert Singer","67","High Diversity"
"Robert Smith","7","Low Diversity"
"Robert Soerensen","8","Low Diversity"
"Robert Stafford","14","Low Diversity"
"Robert Stephenson","11","Low Diversity"
"Robert Stovall","7","Low Diversity"
"Robert Stuart","42","Medium Diversity"
"Robert Swagerty","31","Medium Diversity"
"Robert Tatarowicz","11","Low Diversity"
"Robert Tavis","11","Low Diversity"
"Robert Thomason","48","Medium Diversity"
"Robert Toomey","7","Low Diversity"
"Robert Trinos","7","Low Diversity"
"Robert Underwood","6","Low Diversity"
"Robert Valdez","15","Low Diversity"
"Robert Van Treeck","17","Low Diversity"
"Robert Vasilauskas","12","Low Diversity"
"Robert Vaughn","70","High Diversity"
"Robert Vessa","28","Medium Diversity"
"Robert Visperas","7","Low Diversity"
"Robert Waits","17","Low Diversity"
"Robert Walker","5","Low Diversity"
"Robert Ward","27","Medium Diversity"
"Robert Weiss","10","Low Diversity"
"Robert Wells","19","Low Diversity"
"Robert Wilkinson","14","Low Diversity"
"Robert Williams","9","Low Diversity"
"Robert Wilson","4","Low Diversity"
"Robert Wright","17","Low Diversity"
"Robert Wuertele","13","Low Diversity"
"Robert Yengich","22","Medium Diversity"
"Robert Young","54","High Diversity"
"Robert Ystrom","16","Low Diversity"
"Roberta Amidei","23","Medium Diversity"
"Roberta Blackwood","16","Low Diversity"
"Roberta Bozeman","72","High Diversity"
"Roberta Freese","3","Low Diversity"
"Roberta Maurer","2","Low Diversity"
"Roberta Robinson","3","Low Diversity"
"Roberta Sellers","6","Low Diversity"
"Roberta Sturgel","13","Low Diversity"
"Roberto Mc Keon","5","Low Diversity"
"Roberto Smith","3","Low Diversity"
"Roberto Wilcox","13","Low Diversity"
"Roberto Wise","3","Low Diversity"
"Robin Arthur","11","Low Diversity"
"Robin Barnette","9","Low Diversity"
"Robin Dominica","22","Medium Diversity"
"Robin Garcia","25","Medium Diversity"
"Robin Mc Guigan","16","Low Diversity"
"Robin Pals","14","Low Diversity"
"Robin Purcell","39","Medium Diversity"
"Robin Walker","6","Low Diversity"
"Robrt Armistead","21","Medium Diversity"
"Robyn Phillips","12","Low Diversity"
"Rochelle Cunningham","24","Medium Diversity"
"Rochelle Herman","16","Low Diversity"
"Rochelle Smith","4","Low Diversity"
"Rocky Talyat","8","Low Diversity"
"Rod Fennessey","44","Medium Diversity"
"Rod Sizemore","46","Medium Diversity"
"Rodger Hickey","17","Low Diversity"
"Rodley Blotzer","49","Medium Diversity"
"Rodney Antonioni","20","Medium Diversity"
"Rodney Bradford","40","Medium Diversity"
"Rodney Gentry","22","Medium Diversity"
"Rodney Sumdstrom","9","Low Diversity"
"Rodney Whittington","23","Medium Diversity"
"Roger Baker","2","Low Diversity"
"Roger Brantome","8","Low Diversity"
"Roger Brush","11","Low Diversity"
"Roger Middleton","21","Medium Diversity"
"Roger Mogenhan","6","Low Diversity"
"Roger Nelson","39","Medium Diversity"
"Roger Pacot","41","Medium Diversity"
"Roger Shonberg","21","Medium Diversity"
"Roger Smith","26","Medium Diversity"
"Roger Starr","57","High Diversity"
"Roger Tallant","15","Low Diversity"
"Roger Tinder","10","Low Diversity"
"Roger Ulrichsen","40","Medium Diversity"
"Roger Wilson","2","Low Diversity"
"Roland Adrian","37","Medium Diversity"
"Roland Aguilar","16","Low Diversity"
"Roland Bassette","20","Medium Diversity"
"Roland Boone","15","Low Diversity"
"Roland Flores","36","Medium Diversity"
"Roland Garcia","21","Medium Diversity"
"Roland Zumsteg","47","Medium Diversity"
"Roman Saller","5","Low Diversity"
"Romeo Clark","39","Medium Diversity"
"Romeo Kasten","22","Medium Diversity"
"Ron Anderson","21","Medium Diversity"
"Ron Bagley","6","Low Diversity"
"Ron Carbone","13","Low Diversity"
"Ron Case","23","Medium Diversity"
"Ron Clark","25","Medium Diversity"
"Ron Cleary","51","High Diversity"
"Ron Kristel","15","Low Diversity"
"Ron Montgomery","12","Low Diversity"
"Ron Rasmussen","28","Medium Diversity"
"Ron Shoob","19","Low Diversity"
"Ron Stout","30","Medium Diversity"
"Ron Templeton","18","Low Diversity"
"Ronald Adina","13","Low Diversity"
"Ronald Alpuerto","8","Low Diversity"
"Ronald Anthony","21","Medium Diversity"
"Ronald Arnold","29","Medium Diversity"
"Ronald Chapman","20","Medium Diversity"
"Ronald Evans","61","High Diversity"
"Ronald Galich","25","Medium Diversity"
"Ronald Henninger","4","Low Diversity"
"Ronald Hewton, Sr.","2","Low Diversity"
"Ronald Heymsfield","5","Low Diversity"
"Ronald Kleinfelder","21","Medium Diversity"
"Ronald Pheil","33","Medium Diversity"
"Ronald Taylor","35","Medium Diversity"
"Ronald Telleria","5","Low Diversity"
"Ronald Tkachenko","53","High Diversity"
"Ronald Trexler","52","High Diversity"
"Ronald Tucker","4","Low Diversity"
"Ronald Velez","6","Low Diversity"
"Ronald Ward","5","Low Diversity"
"Ronald Whitworth","34","Medium Diversity"
"Ronda Carlsen","30","Medium Diversity"
"Ronnie Isom","43","Medium Diversity"
"Ronny Panepinto","28","Medium Diversity"
"Rory Wren","37","Medium Diversity"
"Rosa Keller","14","Low Diversity"
"Rosa Meastas","6","Low Diversity"
"Rosalia Jamieson","27","Medium Diversity"
"Rosalie Anderson","34","Medium Diversity"
"Rosalie Craig","13","Low Diversity"
"Rosalie Verity","35","Medium Diversity"
"Rosalina Noice","10","Low Diversity"
"Rosalinda Miller","2","Low Diversity"
"Rosario Cartwright","10","Low Diversity"
"Rose-marie Kinney","5","Low Diversity"
"Rose Barrera","10","Low Diversity"
"Rose Beavers","31","Medium Diversity"
"Rose Browning","21","Medium Diversity"
"Rose Cetin","6","Low Diversity"
"Rose Condrey","41","Medium Diversity"
"Rose Dardanis","30","Medium Diversity"
"Rose Germanson","51","High Diversity"
"Rose Harshell","15","Low Diversity"
"Rose Melchior","11","Low Diversity"
"Rose Perez","21","Medium Diversity"
"Rose Proctor","14","Low Diversity"
"Rose Schaaf","6","Low Diversity"
"Rose Scott","18","Low Diversity"
"Rose Strauss","6","Low Diversity"
"Rose Vandenouer","3","Low Diversity"
"Rosealee Gore","5","Low Diversity"
"Roseanne Bliss","12","Low Diversity"
"Roseli Arko","4","Low Diversity"
"Roselie Terry","13","Low Diversity"
"Rosella Valdez","17","Low Diversity"
"Rosemarie Ulibarri","5","Low Diversity"
"Rosemarie Wang","8","Low Diversity"
"Rosemary Alstorn","17","Low Diversity"
"Rosemary Brickley","13","Low Diversity"
"Rosemary Dickson","33","Medium Diversity"
"Rosemary Salo","20","Medium Diversity"
"Rosemary Stephens","40","Medium Diversity"
"Rosemary Sutter","17","Low Diversity"
"Rosenda Borton","17","Low Diversity"
"Roshini Hoffman","24","Medium Diversity"
"Rosita Trujillo","4","Low Diversity"
"Roslyn Jasper","48","Medium Diversity"
"Rosmarie Carroll","38","Medium Diversity"
"Rosmarie Pacheco","18","Low Diversity"
"Ross Matthews","5","Low Diversity"
"Ross Smith","4","Low Diversity"
"Rossane Thoreson","4","Low Diversity"
"Roswitha Vink","24","Medium Diversity"
"Rowan Sayers","7","Low Diversity"
"Roxanne Brydum","17","Low Diversity"
"Roxanne Hughes","23","Medium Diversity"
"Roxanne Longo","37","Medium Diversity"
"Roxanne Ward","6","Low Diversity"
"Roy Baer","8","Low Diversity"
"Roy Colombana","26","Medium Diversity"
"Roy Conser","20","Medium Diversity"
"Roy Ronge","8","Low Diversity"
"Roy Settle","22","Medium Diversity"
"Roy Townsend","10","Low Diversity"
"Roy Wolf","44","Medium Diversity"
"Royanne Newby","15","Low Diversity"
"Ruben Burns","34","Medium Diversity"
"Ruben Espinosa","25","Medium Diversity"
"Rubi Torres","12","Low Diversity"
"Rubie Leona Bowers","13","Low Diversity"
"Ruby Bruneau","11","Low Diversity"
"Ruby Kaye Dulude","36","Medium Diversity"
"Ruby Perkins","13","Low Diversity"
"Ruby Romberg","8","Low Diversity"
"Ruby Stevens","27","Medium Diversity"
"Ruby Sue Styles","22","Medium Diversity"
"Ruby Tomlinson","13","Low Diversity"
"Ruby Tompkins","15","Low Diversity"
"Ruby Tran","26","Medium Diversity"
"Ruby Vaughn","11","Low Diversity"
"Ruby Velasquez","61","High Diversity"
"Ruby Williams","2","Low Diversity"
"Rudolf Wheeler","4","Low Diversity"
"Rudolph Alebord","6","Low Diversity"
"Rudolph Bueno","11","Low Diversity"
"Rudy Teranen","39","Medium Diversity"
"Rudy Vered","19","Low Diversity"
"Rudy Wiene","8","Low Diversity"
"Rufus Preffer","11","Low Diversity"
"Rupert Johnson","5","Low Diversity"
"Rush Shaha","6","Low Diversity"
"Russ Grande","14","Low Diversity"
"Russel Massey","6","Low Diversity"
"Russell Aldred","25","Medium Diversity"
"Russell Brice","7","Low Diversity"
"Russell Perrin","14","Low Diversity"
"Russell Randall","4","Low Diversity"
"Russell Reed","18","Low Diversity"
"Russell Schuh","5","Low Diversity"
"Russell Temple","31","Medium Diversity"
"Russell Weintraub","32","Medium Diversity"
"Rusty Abbey","10","Low Diversity"
"Ruth Addington","7","Low Diversity"
"Ruth Andrada","11","Low Diversity"
"Ruth Ann Trump","38","Medium Diversity"
"Ruth Baldwin","39","Medium Diversity"
"Ruth Bates","28","Medium Diversity"
"Ruth Bernal","39","Medium Diversity"
"Ruth Bobetsky","7","Low Diversity"
"Ruth Bradley","5","Low Diversity"
"Ruth Brashears","41","Medium Diversity"
"Ruth Broaddus","2","Low Diversity"
"Ruth Brown","9","Low Diversity"
"Ruth Burger","25","Medium Diversity"
"Ruth Choin","18","Low Diversity"
"Ruth Culp","31","Medium Diversity"
"Ruth Dimon","14","Low Diversity"
"Ruth Ewy","36","Medium Diversity"
"Ruth Johnson","19","Low Diversity"
"Ruth Jones","7","Low Diversity"
"Ruth Kauffman","13","Low Diversity"
"Ruth Marti","7","Low Diversity"
"Ruth Meredith","18","Low Diversity"
"Ruth Minniear","27","Medium Diversity"
"Ruth Morrow","4","Low Diversity"
"Ruth Patridge","17","Low Diversity"
"Ruth Sands","13","Low Diversity"
"Ruth Singh","48","Medium Diversity"
"Ruth Sturm","35","Medium Diversity"
"Ruth Suffin","25","Medium Diversity"
"Ruth Swenson","6","Low Diversity"
"Ruth Tate","11","Low Diversity"
"Ruth Tezak","12","Low Diversity"
"Ruth Thornlow","47","Medium Diversity"
"Ruth Trujillo","18","Low Diversity"
"Ruth Vigil","66","High Diversity"
"Ruth Wallach","11","Low Diversity"
"Ruth Warmack","13","Low Diversity"
"Ruth Webb","4","Low Diversity"
"Ruth Werner","6","Low Diversity"
"Ruth Williams","24","Medium Diversity"
"Ruth Wood","9","Low Diversity"
"Ruth Youngers","5","Low Diversity"
"Ruthe Gardner","17","Low Diversity"
"Ryan Borum","18","Low Diversity"
"Ryan Brown","13","Low Diversity"
"Ryan Castillo","57","High Diversity"
"Ryan Crouch","32","Medium Diversity"
"Ryan Jones","10","Low Diversity"
"Ryan Puckett","7","Low Diversity"
"Ryan Sednek","8","Low Diversity"
"Ryan Soto","13","Low Diversity"
"Ryan Sparks","22","Medium Diversity"
"Ryan Ward","6","Low Diversity"
"Ryan Williams","25","Medium Diversity"
"S. Gayle Keller","9","Low Diversity"
"Sabino Britton","10","Low Diversity"
"Sabria Appelbaum","2","Low Diversity"
"Sabrina Bryan","12","Low Diversity"
"Sadie Anderson","15","Low Diversity"
"Sadie Bonilla","14","Low Diversity"
"Sadie Branston","8","Low Diversity"
"Sadie Pope","8","Low Diversity"
"Safron Thurman","36","Medium Diversity"
"Saje Lewis","20","Medium Diversity"
"Salem Paige","14","Low Diversity"
"Sali Belleci","15","Low Diversity"
"Salima Hale","33","Medium Diversity"
"Sally Brunelle","37","Medium Diversity"
"Sally Carpenter","31","Medium Diversity"
"Sally Fishburn","16","Low Diversity"
"Sally Hollinshed","13","Low Diversity"
"Sally Malone","6","Low Diversity"
"Sally Mohlenbrok","16","Low Diversity"
"Sally Riccillo","10","Low Diversity"
"Sally Vasquez","2","Low Diversity"
"Salome Burke","21","Medium Diversity"
"Salvator Casson","8","Low Diversity"
"Sam Adair","8","Low Diversity"
"Sam Anderson","18","Low Diversity"
"Sam Cambra","23","Medium Diversity"
"Sam Castro","19","Low Diversity"
"Sam Forsberg","39","Medium Diversity"
"Sam Hill","33","Medium Diversity"
"Sam Roy","13","Low Diversity"
"Sam Silhanek","19","Low Diversity"
"Sam Sims","33","Medium Diversity"
"Sam Soto","9","Low Diversity"
"Sam Stevens","11","Low Diversity"
